n: 12, k: 1000, t: 500, y: ((((...)))).
Entropy, Sampling, Jensen, Exact
1.0091853203679335, -2.2086395610598846, -4.29931076326641, -2.1843050922033584
1.024371037247194, -1.7929346317127346, -2.513697459928537, -1.8031694603194401
0.7919800242971725, -0.2724760974100791, -0.539651280239924, -0.27054217137658376
1.2075264365224636, -0.8201289211958647, -1.7294133030026189, -0.8085161694501224
1.4487996850728782, -0.6992273130668327, -1.2329364744849238, -0.6754047403793425
0.9250694998001155, -0.7306314013246447, -1.6342481182414332, -0.7654831226183644
1.0884209056699932, -0.5001551235225051, -1.0085561527795721, -0.4763715018927396
0.5430959783760039, -1.1454724306762218, -1.2520675443629765, -1.1324781060298166
0.6153354220469355, -0.9608189815431833, -1.693932203582707, -0.983513813948701
1.2598954197564962, -0.2052445384003222, -0.5502141513335449, -0.21160615638935232
1.5886353684870347, -0.1157662667692639, -0.21442962780053734, -0.11687185157709006
0.8003695852443425, -0.4650484383031726, -1.3148784143618846, -0.46120570720453197
1.2751673671044792, -0.6757577808131464, -1.5832857297212408, -0.6678360471407884
0.6370734215643754, -1.0266575990915299, -2.1959233098894746, -1.0602868428794574
1.2574274064421573, -1.2586119993431493, -3.2877866129680986, -1.3145526106690073
1.1069121757665006, -0.8303489814754575, -2.3251786240055243, -0.8437839323138755
0.9877370988859524, -3.4825061480402946, -4.674980833726207, -3.471244552226293
0.5678551721277321, -1.5313778796494006, -3.8154443926471844, -1.5348512485030754
1.024373628777413, -1.0655157876890153, -2.7002633177811064, -1.1253038042856836
1.0650273429943373, -1.7544381252061576, -3.0283797198748177, -1.7583855587265
0.9864244629911443, -0.871564638488926, -1.6987725565953857, -0.8550733704217337
1.5616737022936495, -0.2410506430095993, -0.7450383507491398, -0.2602210674513854
1.0846886826759212, -1.037125078718178, -3.2336741989125644, -1.1062077389935874
1.079141018156906, -0.4702842250391841, -1.0009045502754694, -0.47592865160813846
1.1001047449650228, -1.089671283185482, -2.0952804603915056, -1.1302241621615983
0.7723839567426016, -1.517481317549944, -2.515210409483638, -1.5503648612722896
0.7659416577598174, -0.20377031177515165, -0.264709721655344, -0.21899413015301988
1.4963190909686976, -1.3902354352721014, -3.440038071914043, -1.460783028786114
1.3145745361604717, -0.28360850498918444, -0.5431643201806693, -0.27865956165289885
0.8739530658741769, -1.7461169482385739, -2.9411367229384324, -1.7201924255487293
0.8859211429458174, -1.2103963047903963, -3.000280222037323, -1.2344462643552956
0.7962215571648404, -0.566084854430519, -2.142286951205205, -0.5595480771467577
1.168110798186891, -0.1311660857377574, -0.18083754981006664, -0.1320924388487303
0.923440749667786, -1.1435766811706125, -1.378193396397533, -1.1559450687520092
1.218135961388137, -0.8908363691763952, -2.1036688986727308, -0.8602181112354994
0.8738237240619932, -0.32368208389077335, -0.5220783052822903, -0.31425633218961807
